"Variable","R2"
"Lpt01_XCMGW",0.244771704675592
"LOE_QLow_cl",0.252885387359479
"LOE_Qbkf_cl",0.188388088826765
"evap_index_sc",0.449681413439327
"PCT_SAFN_sc",0.409790460837189
"L_NTL",0.197130836241688
"L_SULF",0.365987948361896
"INCISION",0.0387318687283493
"SumBig_PFC",0.495959684403937
"MMI_BENT_sc",0.444196936991726
