"lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"Lpt01_XCMGW","~1","","",0.451121742971819,0.231833732112037,1.9458848324704,0.0516685752887029,-0.00326402236927975,0.905507508312918
"Lpt01_XCMGW","~","asin_PCTIMP_CATRP100","i4",0.218839277047991,0.0742378161983197,2.94781404215045,0.00320029511768327,0.0733358310083804,0.364342723087602
"Lpt01_XCMGW","~","W1_HAG","ha3",-0.201261936111553,0.0529402520302854,-3.80168073239277,0.000143717846235125,-0.305022923423386,-0.0975009487997202
"Lpt01_XCMGW","~","W1_HNOAG","na4",-0.367408668718215,0.0824998000615376,-4.45344920162426,8.4501707384721e-06,-0.529105305570584,-0.205712031865846
"Lpt01_XCMGW","~","L_NABD_NrmStorWs_ratio","d3",0.178952085318477,0.0717721269457312,2.49333679986644,0.0126548744619774,0.0382813014110076,0.319622869225947
"Lpt01_XCMGW","~","L_STRM_POWER","sp5",0.337192447899187,0.0753028585379122,4.47781736903684,7.54100704969396e-06,0.189601557231965,0.484783338566409
"LOE_QLow_cl","~1","","",-1.1939899842153,0.123939558685056,-9.6336472138759,0,-1.43690705549779,-0.951072912932798
"LOE_QLow_cl","~","PSUMPY_SY_WS_sc","p7",0.165867118676222,0.0619631498386877,2.67686712357319,0.00743141006636039,0.0444215766237358,0.287312660728709
"LOE_QLow_cl","~","L_NABD_NrmStorWs_ratio","d5",-0.392121654728348,0.048769916766032,-8.04023629175964,8.88178419700125e-16,-0.487708935118786,-0.296534374337909
"LOE_QLow_cl","~","W1_HAG","ha4",-0.158824458635313,0.0531216472339548,-2.98982555898217,0.00279136808773806,-0.262940974013306,-0.0547079432573193
"LOE_QLow_cl","~","W1_HNOAG","na5",0.197105177890967,0.0546296052449124,3.60802859561799,0.000308532491005487,0.0900331191212979,0.304177236660635
"LOE_Qbkf_cl","~1","","",-0.547616276588882,0.138003198060314,-3.96814192921492,7.24351918668376e-05,-0.818097574538444,-0.277134978639319
"LOE_Qbkf_cl","~","PSUMPY_SY_WS_sc","p8",0.207482250102567,0.0511988067925126,4.05248213973825,5.06770938104584e-05,0.107134432737817,0.307830067467316
"LOE_Qbkf_cl","~","L_NABD_NrmStorWs_ratio","d6",-0.27995965913757,0.0582998244401836,-4.80206693289123,1.570361801706e-06,-0.394225215345338,-0.165694102929802
"LOE_Qbkf_cl","~","W1_HAG","ha5",-0.212684014609431,0.0495688500663467,-4.2906788098727,1.78127791958804e-05,-0.309837175494536,-0.115530853724325
"evap_index_sc","~1","","",0.558785565500053,0.198729750257506,2.8117861808612,0.00492672418583284,0.169282412338702,0.948288718661404
"evap_index_sc","~","LOE_QLow_cl","l5",-0.279171931030349,0.0509713169622656,-5.47703978763235,4.32499995817182e-08,-0.379073876520965,-0.179269985539733
"evap_index_sc","~","LOE_Qbkf_cl","b3",-0.140191669584606,0.0556693061867247,-2.5182938173215,0.0117924903427102,-0.249301504754919,-0.0310818344142929
"evap_index_sc","~","PSUMPY_SY_WS_sc","p6",-0.194148494988429,0.0412913347551519,-4.7019186020429,2.57728247654576e-06,-0.275078023982113,-0.113218965994744
"evap_index_sc","~","L_NABD_NrmStorWs_ratio","d4",0.153161021602556,0.0615537746345644,2.48824743099591,0.0128374384426193,0.0325178402063151,0.273804202998798
"evap_index_sc","~","L_STRM_POWER","sp4",-0.255120393857611,0.0561192026600512,-4.54604452246111,5.46634779730049e-06,-0.365112009912415,-0.145128777802806
