"Variable","R2"
"Lpt01_XCMGW",0.234284818311197
"LOE_QLow_cl",0.249808219015637
"LOE_Qbkf_cl",0.183252991521248
"evap_index_sc",0.450817524329182
"PCT_SAFN_sc",0.408125344901857
"L_NTL",0.207622771617232
"L_SULF",0.36569006380224
"INCISION",0.0446063602225887
"SumBig_PFC",0.493867183559487
"OE_SCORE",0.336234152245909
