"lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"Lpt01_XCMGW","~1","","",0.47251096759308,0.223489451984345,2.11424281279359,0.0344945339438496,0.0344796907791701,0.910542244406989
"Lpt01_XCMGW","~","asin_PCTIMP_CATRP100","i3",0.202381837248456,0.0709751780468796,2.8514452914057,0.00435209747478571,0.0632730444802543,0.341490630016658
"Lpt01_XCMGW","~","W1_HAG","ha3",-0.201926395838202,0.0561878051673701,-3.59377618037777,0.000325919834988753,-0.312052470336601,-0.0918003213398028
"Lpt01_XCMGW","~","W1_HNOAG","na4",-0.337309488765706,0.0830645853285039,-4.06080987982682,4.89027826193755e-05,-0.500113084400328,-0.174505893131084
"Lpt01_XCMGW","~","L_NABD_NrmStorWs_ratio","d4",0.1876731823485,0.0677142176309301,2.77154767365688,0.00557905020514271,0.0549557545505702,0.32039061014643
"Lpt01_XCMGW","~","L_STRM_POWER","sp5",0.346061209655408,0.0751191920918197,4.60682816226791,4.088575999317e-06,0.198830298607695,0.49329212070312
"LOE_QLow_cl","~1","","",-1.18420730134298,0.119317962738459,-9.92480322463034,0,-1.41806621101905,-0.950348391666907
"LOE_QLow_cl","~","PSUMPY_SY_WS_sc","p7",0.166090336510216,0.0598658365376309,2.77437593987037,0.00553077242369104,0.0487554529920973,0.283425220028335
"LOE_QLow_cl","~","L_NABD_NrmStorWs_ratio","d5",-0.388522509056547,0.046896436837053,-8.28469144482154,2.22044604925031e-16,-0.480437836260428,-0.296607181852666
"LOE_QLow_cl","~","W1_HAG","ha4",-0.158640292263163,0.0512491319397022,-3.09547276722293,0.00196499416356022,-0.25908674510392,-0.0581938394224051
"LOE_QLow_cl","~","W1_HNOAG","na6",0.189276866380047,0.0587815489616083,3.22000474168635,0.00128188476418334,0.0740671474598168,0.304486585300277
"LOE_Qbkf_cl","~1","","",-0.529023309181191,0.147064409883871,-3.59722185400896,0.000321634140301175,-0.817264255961214,-0.240782362401168
"LOE_Qbkf_cl","~","PSUMPY_SY_WS_sc","p8",0.208812621665012,0.0492232998257445,4.24215000628218,2.2138863083665e-05,0.112336726806336,0.305288516523688
"LOE_Qbkf_cl","~","L_NABD_NrmStorWs_ratio","d6",-0.271015847510515,0.0601646194275403,-4.50457179134849,6.65069119798467e-06,-0.388936334732053,-0.153095360288977
"LOE_Qbkf_cl","~","W1_HAG","ha5",-0.21234098234674,0.0514279680108959,-4.1289008794155,3.64501485912161e-05,-0.313137947446174,-0.111544017247306
"evap_index_sc","~1","","",0.617984183725809,0.19091942707859,3.23688475909485,0.00120842200791516,0.243788982702751,0.992179384748866
