"lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"Lpt01_XCMGW","~1","","",0.451121775374814,0.225672124067562,1.99901417704455,0.0456068199583515,0.00881253988773789,0.89343101086189
"Lpt01_XCMGW","~","asin_PCTIMP_CATRP100","i3",0.218839289412832,0.0721973261014331,3.03112734542793,0.00243642466059524,0.0773351304739292,0.360343448351734
"Lpt01_XCMGW","~","W1_HAG","ha3",-0.201261944929095,0.0542224265283383,-3.71178417889339,0.000205803435267216,-0.307535948079008,-0.0949879417791829
"Lpt01_XCMGW","~","W1_HNOAG","na4",-0.367408686077336,0.0817792615705865,-4.49268774284801,7.0329869603647e-06,-0.527693093437966,-0.207124278716705
"Lpt01_XCMGW","~","L_NABD_NrmStorWs_ratio","d2",0.178952074853003,0.0703858163674129,2.5424451130733,0.0110079888750934,0.0409984097504242,0.316905739955582
"Lpt01_XCMGW","~","L_STRM_POWER","sp3",0.337192459653269,0.0720539457085971,4.67972234326977,2.87263679710215e-06,0.195969321120414,0.478415598186123
"LOE_QLow_cl","~1","","",-1.19398891197965,0.121135763423924,-9.85661771743815,0,-1.4314106455303,-0.956567178428992
"LOE_QLow_cl","~","PSUMPY_SY_WS_sc","p6",0.165867154925618,0.0610664623085581,2.71617429035795,0.00660411412053175,0.0461790881375718,0.285555221713665
"LOE_QLow_cl","~","L_NABD_NrmStorWs_ratio","d4",-0.392121853988712,0.0464502448402698,-8.44176075577461,0,-0.483162660948708,-0.301081047028716
"LOE_QLow_cl","~","W1_HAG","ha4",-0.158824213554113,0.0504806098275298,-3.14624197482451,0.00165383116194406,-0.25776439073369,-0.0598840363745358
"LOE_QLow_cl","~","W1_HNOAG","na5",0.197105026082664,0.0538576049429992,3.65974362007504,0.000252467718560689,0.0915460601007987,0.302663992064528
"LOE_Qbkf_cl","~1","","",-0.547616888889164,0.139563726813327,-3.923776624435,8.71715666324047e-05,-0.821156766991471,-0.274077010786856
"LOE_Qbkf_cl","~","PSUMPY_SY_WS_sc","p7",0.207482343642007,0.0499390375715995,4.15471250010638,3.25696804610587e-05,0.109603628579079,0.305361058704934
"LOE_Qbkf_cl","~","L_NABD_NrmStorWs_ratio","d5",-0.279960136907668,0.0579801020642112,-4.82855543437335,1.37527051657926e-06,-0.393599048773479,-0.166321225041858
"LOE_Qbkf_cl","~","W1_HAG","ha5",-0.212683604522205,0.0510357702407915,-4.16734387506536,3.08169437779338e-05,-0.312711876117418,-0.112655332926993
"evap_index_sc","~1","","",0.558785283817041,0.198902458613959,2.80934327162623,0.00496426836085173,0.168943628497212,0.94862693913687
"evap_index_sc","~","LOE_QLow_cl","l4",-0.279171891606557,0.0534425683245789,-5.2237738633935,1.7531286111705e-07,-0.383917400764053,-0.174426382449061
"evap_index_sc","~","LOE_Qbkf_cl","b2",-0.140191595561106,0.0563419176583568,-2.48822903776887,0.0128381024423025,-0.250619724991407,-0.0297634661308054
"evap_index_sc","~","PSUMPY_SY_WS_sc","p5",-0.194148400386362,0.0439786409607703,-4.41460663960821,1.01193823924817e-05,-0.28034495275849,-0.107951848014234
"evap_index_sc","~","L_NABD_NrmStorWs_ratio","d3",0.153161004556333,0.063055925485118,2.42897084418308,0.0151417499316502,0.0295736615936602,0.276748347519005
"evap_index_sc","~","L_STRM_POWER","sp4",-0.255120254342715,0.0563791928319447,-4.52507816320071,6.03731884818437e-06,-0.365621441770765,-0.144619066914664
"PCT_SAFN_sc","~1","","",0.854594412600608,0.14205614980641,6.0158917003257,1.78899139946509e-09,0.576169475197617,1.1330193500036
"PCT_SAFN_sc","~","asin_PCTIMP_CATRP100","i2",0.159832521938504,0.0455307506015643,3.51043019995837,0.000447382246616668,0.0705938905703626,0.249071153306645
"PCT_SAFN_sc","~","W1_HAG","ha2",0.171292183824837,0.0481189715481158,3.55976402474763,0.000371188183180937,0.0769807326174228,0.265603635032252
"PCT_SAFN_sc","~","asin_PCTFORGRS_CATRP100","rn2",-0.129880171153453,0.0497054002020581,-2.6129992038184,0.00897515113160718,-0.227300965386637,-0.0324593769202692
"PCT_SAFN_sc","~","PSUMPY_SY_WS_sc","p2",-0.329282491305981,0.0469972673585458,-7.00641781561168,2.44493314482952e-12,-0.42139544270053,-0.237169539911431
"PCT_SAFN_sc","~","L_STRM_POWER","sp2",-0.32040773224784,0.0490900264102156,-6.52694153330429,6.71263045148862e-11,-0.416622416011983,-0.224193048483698
"PCT_SAFN_sc","~","INCISION","xi2",0.0913235708980525,0.0415114690221783,2.19995998814836,0.0278097339602363,0.00996258666923293,0.172684555126872
"L_NTL","~1","","",-1.53600452873797,0.108927103252635,-14.1012152427804,0,-1.74949772805341,-1.32251132942253
"L_NTL","~","evap_index_sc","e3",0.140001796467396,0.064351597703831,2.17557607678576,0.0295869737970256,0.013874982620277,0.266128610314515
"L_NTL","~","W1_HNOAG","na2",0.271757433684299,0.0532955032074088,5.09906872680623,3.41328613817637e-07,0.167300166859839,0.376214700508759
"L_NTL","~","LOE_QLow_cl","l2",-0.229240601049333,0.0677102773028622,-3.38561013454367,0.000710202042253805,-0.361950305946163,-0.0965308961525031
"L_NTL","~","PSUMPY_SY_WS_sc","p3",-0.151762779403564,0.0533093615369297,-2.84683168261979,0.00441567026471068,-0.256247208054771,-0.047278350752357
"L_SULF","~1","","",1.28797219282837,0.11633589009916,11.0711508867174,0,1.0599580381246,1.51598634753213
"L_SULF","~","evap_index_sc","e2",0.129531902331878,0.0534351243993836,2.42409658043899,0.015346523516147,0.0248009829996684,0.234262821664087
