"Variable","R2"
"Lpt01_XCMGW",0.196347247772266
"L_STRM_POWER",0.272686519588722
"LOE_QLow_cl",0.253963325918285
"LOE_Qbkf_cl",0.167220176825916
"evap_index_sc",0.458041984166139
"LRBS_use",0.314168901154299
"L_NTL",0.257053707475657
"L_SULF",0.380820995953488
"INCISION",0.0268615359688408
"OE_SCORE",0.316333992812367
